../data/data3-3-1.dat   3   5   9           6       1     0
../data/data3-3-1.dat   3   5   9           6       1     0
../data/data3-3-1.dat   3   5   9           6       1     0
../data/data3-3-1.dat   3   5   9           6       1     0
../data/data3-3-1.dat   3   5   9           6       1     0
../data/data3-3-1.dat   3   5   9           6       2     0
../data/data3-3-1.dat   3   5   9           6       2     0
../data/data3-3-1.dat   3   5   9           6       2     0
../data/data3-3-1.dat   3   5   9           6       2     0
../data/data3-3-1.dat   3   5   9           6       2     0
../data/data3-3-1.dat   3   5   9           6      -1     0
../data/data3-3-1.dat   3   5   9           6      -1     0
../data/data3-3-1.dat   3   5   9           6      -1     0
../data/data3-3-1.dat   3   5   9           6      -1     0
../data/data3-3-1.dat   3   5   9           6      -1     0
../data/data3-3-2.dat   3   5   9           5       1     0
../data/data3-3-2.dat   3   5   9           5       1     0
../data/data3-3-2.dat   3   5   9           5       1     0
../data/data3-3-2.dat   3   5   9           5       1     0
../data/data3-3-2.dat   3   5   9           5       1     0
../data/data3-3-2.dat   3   5   9           6       2     0
../data/data3-3-2.dat   3   5   9           6       2     0
../data/data3-3-2.dat   3   5   9           6       2     0
../data/data3-3-2.dat   3   5   9           6       2     0
../data/data3-3-2.dat   3   5   9           6       2     0
../data/data3-3-2.dat   3   5   9           6      -1     0
../data/data3-3-2.dat   3   5   9           6      -1     0
../data/data3-3-2.dat   3   5   9           0      -1  -999
../data/data3-3-2.dat   3   5   9           6      -1     0
../data/data3-3-2.dat   3   5   9           6      -1     0
../data/data3-3-3.dat   3   5   9           2       1     0
../data/data3-3-3.dat   3   5   9           2       1     0
../data/data3-3-3.dat   3   5   9           2       1     0
../data/data3-3-3.dat   3   5   9           2       1     0
../data/data3-3-3.dat   3   5   9           2       1     0
../data/data3-3-3.dat   3   5   9           2       2     0
../data/data3-3-3.dat   3   5   9           2       2     0
../data/data3-3-3.dat   3   5   9           2       2     0
../data/data3-3-3.dat   3   5   9           2       2     0
../data/data3-3-3.dat   3   5   9           2       2     0
../data/data3-3-3.dat   3   5   9           2      -1     0
../data/data3-3-3.dat   3   5   9           2      -1     0
../data/data3-3-3.dat   3   5   9           2      -1     0
../data/data3-3-3.dat   3   5   9           2      -1     0
../data/data3-3-3.dat   3   5   9           2      -1     0
../data/data3-3-4.dat   3   5   9           4       1     0
../data/data3-3-4.dat   3   5   9           4       1     0
../data/data3-3-4.dat   3   5   9           0       1  -999
../data/data3-3-4.dat   3   5   9           4       1     0
../data/data3-3-4.dat   3   5   9           4       1     0
../data/data3-3-4.dat   3   5   9           4       2     0
../data/data3-3-4.dat   3   5   9           4       2     0
