../v3/data/data3-5-1.dat   5   5  15           6       2     0
../v3/data/data3-5-2.dat   5   5  15           7       2     0
../v3/data/data3-5-3.dat   5   5  15           8       2     0
../v3/data/data3-5-4.dat   5   5  15           6       2     0
../v3/data/data3-5-5.dat   5   5  15           9       2     0
../v3/data/data3-5-6.dat   5   5  15           7       2     0
../v3/data/data3-5-7.dat   5   5  15           7       2     0
../v3/data/data3-5-8.dat   5   5  15          10       2     0
../v3/data/data3-5-9.dat   5   5  15           9       2     0
../v3/data/data3-5-10.dat   5   5  15           4       2     0
../v3/data/data3-5-11.dat   5   5  15          11       2     0
../v3/data/data3-5-12.dat   5   5  15           6       2     0
../v3/data/data3-5-13.dat   5   5  15          11       2     0
../v3/data/data3-5-14.dat   5   5  15           4       2     0
../v3/data/data3-5-15.dat   5   5  15           7       2     0
../v3/data/data3-5-16.dat   5   5  15           8       2     0
../v3/data/data3-5-17.dat   5   5  15           7       2     0
../v3/data/data3-5-18.dat   5   5  15           4       2     0
../v3/data/data3-5-19.dat   5   5  15           6       2     0
../v3/data/data3-5-20.dat   5   5  15           7       2     0
../v3/data/data3-5-21.dat   5   5  15           7       2     0
../v3/data/data3-5-22.dat   5   5  15           7       2     0
../v3/data/data3-5-23.dat   5   5  15           6       2     0
../v3/data/data3-5-24.dat   5   5  15           9       2     0
../v3/data/data3-5-25.dat   5   5  15           5       2    10
../v3/data/data3-5-26.dat   5   5  15           9       2     0
../v3/data/data3-5-27.dat   5   5  15           7       2     0
../v3/data/data3-5-28.dat   5   5  15           6       2     0
../v3/data/data3-5-29.dat   5   5  15           8       2     0
../v3/data/data3-5-30.dat   5   5  15           5       2     0
../v3/data/data3-5-31.dat   5   5  15           9       2     0
../v3/data/data3-5-32.dat   5   5  15           7       2     0
../v3/data/data3-5-33.dat   5   5  15           7       2     0
../v3/data/data3-5-34.dat   5   5  15           8       2     0
../v3/data/data3-5-35.dat   5   5  15           6       2     0
../v3/data/data3-5-36.dat   5   5  15           8       2     0
../v3/data/data3-5-37.dat   5   5  15          10       2     0
../v3/data/data3-5-38.dat   5   5  15           3       2     0
../v3/data/data3-5-39.dat   5   5  15           5       2     0
../v3/data/data3-5-40.dat   5   5  15           5       2     0
