../v3/data/data5-4-1.dat   4   7  20          15       2     0
../v3/data/data5-4-2.dat   4   7  20          19       2     0
../v3/data/data5-4-3.dat   4   7  20          15       2     0
../v3/data/data5-4-4.dat   4   7  20          12       2     0
../v3/data/data5-4-5.dat   4   7  20          17       2     0
../v3/data/data5-4-6.dat   4   7  20          14       2     0
../v3/data/data5-4-7.dat   4   7  20          12       2     0
../v3/data/data5-4-8.dat   4   7  20          20       2     0
../v3/data/data5-4-9.dat   4   7  20          15       2     0
../v3/data/data5-4-10.dat   4   7  20          11       2     0
../v3/data/data5-4-11.dat   4   7  20          13       2     0
../v3/data/data5-4-12.dat   4   7  20          17       2 0.004
../v3/data/data5-4-13.dat   4   7  20          19       2     0
../v3/data/data5-4-14.dat   4   7  20          16       2     0
../v3/data/data5-4-15.dat   4   7  20          12       2     0
../v3/data/data5-4-16.dat   4   7  20          17       2     0
../v3/data/data5-4-17.dat   4   7  20          19       2 0.024
../v3/data/data5-4-18.dat   4   7  20           7       2     0
../v3/data/data5-4-19.dat   4   7  20          18       2     0
../v3/data/data5-4-20.dat   4   7  20          17       2     0
../v3/data/data5-4-21.dat   4   7  20          18       2     0
../v3/data/data5-4-22.dat   4   7  20          13       2     0
../v3/data/data5-4-23.dat   4   7  20           9       2     0
../v3/data/data5-4-24.dat   4   7  20          17       2     0
../v3/data/data5-4-25.dat   4   7  20           8       2     0
../v3/data/data5-4-26.dat   4   7  20          21       2 0.048
../v3/data/data5-4-27.dat   4   7  20          14       2 0.004
../v3/data/data5-4-28.dat   4   7  20          18       2 0.004
../v3/data/data5-4-29.dat   4   7  20          18       2 0.024
../v3/data/data5-4-30.dat   4   7  20          14       2     0
../v3/data/data5-4-31.dat   4   7  20          11       2     0
../v3/data/data5-4-32.dat   4   7  20          19       2 0.008
../v3/data/data5-4-33.dat   4   7  20          14       2     0
../v3/data/data5-4-34.dat   4   7  20          17       2     0
../v3/data/data5-4-35.dat   4   7  20          15       2     0
../v3/data/data5-4-36.dat   4   7  20          17       2     0
../v3/data/data5-4-37.dat   4   7  20          13       2 0.004
../v3/data/data5-4-38.dat   4   7  20          19       2 0.008
../v3/data/data5-4-39.dat   4   7  20          19       2     0
../v3/data/data5-4-40.dat   4   7  20          16       2     0
